"AcceptedSymbol","AcceptedSpecies","SynonymSymbol","Symbol","ScientificName","USDA_CName","Family","FamilyCommonName","GrowthHabit","Duration","Guild","Guild_PCLTEM","Origin"
"PEDI","Penstemon digitalis","NA","PEDI","Penstemon digitalis","talus slope penstemon","Scrophulariaceae","Figwort family","Forb/herb","Perennial","forb","spring","N"
"PEER","Penstemon eriantherus","NA","PEER","Penstemon eriantherus","fuzzytongue penstemon","Scrophulariaceae","Figwort family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"PEES","Pediomelum esculentum","PSES","PSES","Psoralea esculenta","Breadroot scurf-pea","Fabaceae","Pea family","Forb/herb","	Perennial","forb","legume","N"
"PEFR4","Perilla frutescens","NA","PEFR4","Perilla frutescens","beefsteakplant","Lamiaceae","Mint family","Forb/herb","Annual","forb","NA","I"
"PEGL3","Penstemon glaber","NA","PEGL3","Penstemon glaber","sawsepal penstemon","Scrophulariaceae","Figwort family","Subshrub, Forb/herb","Perennial","forb","summer","N"
"PEGR5","Penstemon gracilis","NA","PEGR5","Penstemon gracilis","lilac penstemon","Scrophulariaceae","Figwort family","Forb/herb","Perennial","forb","spring","N"
"PEGR7","Penstemon grandiflorus","NA","PEGR7","Penstemon grandiflorus","large beardtongue","Scrophulariaceae","Figwort family","Forb/herb","Perennial","forb","ephemeral","N"
"PENST","Penstemon","NA","PENST","Penstemon","beardtongue","Scrophulariaceae","Figwort family","NA","NA","forb","NA","N"
"PERIunk1","PERIunk_772016 11_20A","NA","PERIunk1","PERIunk_772016 11_20A","unknown collected","NA","NA","NA","NA","NA","NA","N"
"PETU","Penstemon tubiflorus","NA","PETU","Penstemon tubiflorus","white wand beardtongue","Scrophulariaceae","Figwort family","Forb/herb","Perennial","forb","spring","N"
"PHAM4","Phytolacca americana","NA","PHAM4","Phytolacca americana","American pokeweed","Phytolaccaceae","Pokeweed family","Forb/herb","Perennial","forb","summer","N"
"PHAN4","Phlox andicola","NA","PHAN4","Phlox andicola","prairie phlox","Polemoniaceae","Phlox family","Forb/herb","Perennial","forb","spring","N"
"PHAN5","Physalis angulata","NA","PHAN5","Physalis angulata","cutleaf groundcherry","Solanaceae","Potato family","Forb/herb","Annual","forb","NA","N"
"PHAR3","Phalaris arundinacea","NA","PHAR3","Phalaris arundinacea","reed canarygrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"PHCA48","Phemeranthus calycinus","TACA","TACA","Talinum calycinum","Rockpink fame-flower","Portulacaceae","Purslane family","Forb/herb, Subshrub","	Perennial","forb","spring","N"
"PHCA5","Phalaris canariensis","NA","PHCA5","Phalaris canariensis","annual canarygrass","Poaceae","Grass family","Graminoid","Annual","grass","NA","I"
"PHDI5","Phlox divaricata","NA","PHDI5","Phlox divaricata","wild blue phlox","Polemoniaceae","Phlox family","Subshrub, Shrub, Forb/herb","Perennial","forb","spring","N"
"PHHA","Phacelia hastata","NA","PHHA","Phacelia hastata","silverleaf phacelia","Hydrophyllaceae","Waterleaf family","Forb/herb","Perennial","forb","spring","N"
"PHHE11","Phegopteris hexagonoptera","DRHE3","DRHE3","Dryopteris hexagonoptera","broad beechfern","Thelypteridaceae","Marsh Fern family","Forb/herb","Perennial","fern","NA","N"
"PHHE5","Physalis heterophylla","NA","PHHE5","Physalis heterophylla","clammy groundcherry","Solanaceae","Potato family","Forb/herb","Perennial","forb","spring","N"
"PHHEC","Physalis hederifolia var. comata","NA","PHHEC","Physalis hederifolia var. comata","ivyleaf groundcherry","Solanaceae","Potato family","Subshrub, Forb/herb","Perennial","forb","summer","N"
"PHHI","Phacelia hirsuta","NA","PHHI","Phacelia hirsuta","fuzzy phacelia","Hydrophyllaceae","Waterleaf family","Forb/herb","Annual","forb","annual-biennial","N"
"PHHI8","Physalis hispida","NA","PHHI8","Physalis hispida","prairie groundcherry","Solanaceae","Potato family","Forb/herb","Perennial","forb","spring","N"
"PHHO","Phlox hoodii","NA","PHHO","Phlox hoodii","spiny phlox","Polemoniaceae","Phlox family","Forb/herb","Perennial","forb","spring","N"
"PHLE5","Phryma leptostachya","NA","PHLE5","Phryma leptostachya","American lopseed","Verbenaceae","Verbena family","Forb/herb","Perennial","forb","summer","N"
"PHLO4","Physalis longifolia","NA","PHLO4","Physalis longifolia","longleaf groundcherry","Solanaceae","Potato family","Forb/herb","Perennial","forb","spring","N"
"PHLOX","Phlox","NA","PHLOX","Phlox","phlox","Polemoniaceae","Phlox family","NA","NA","forb","spring","N"
"PHOP","Physocarpus opulifolius","NA","PHOP","Physocarpus opulifolius","common ninebark","Rosaceae","Rose family","Shrub","Perennial","woody","woody","N"
"PHPA29","Phemeranthus parviflorus","TAPA3","TAPA3","Talinum parviflorum","Prairie fame-flower","Portulacaceae","Purslane family","Forb/herb, Subshrub","	Perennial","forb","ephemeral","N"
"PHPI","Phlox pilosa","NA","PHPI","Phlox pilosa","downy phlox","Polemoniaceae","Phlox family","Subshrub, Shrub, Forb/herb","Perennial","forb","spring","N"
"PHPR3","Phleum pratense","NA","PHPR3","Phleum pratense","timothy","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"PHPU7","Physalis pubescens","NA","PHPU7","Physalis pubescens","husk tomato","Solanaceae","Potato family","Forb/herb","Annual","forb","annual-biennial","N"
"PHPU8","Physalis pumila","NA","PHPU8","Physalis pumila","dwarf groundcherry","Solanaceae","Potato family","Forb/herb","Perennial","forb","spring","N"
"PHVI5","Physalis virginiana","NA","PHVI5","Physalis virginiana","Virginia groundcherry","Solanaceae","Potato family","Forb/herb","Perennial","forb","spring","N"
"PHVI8","Physostegia virginiana","NA","PHVI8","Physostegia virginiana","obedient plant","Lamiaceae","Mint family","Forb/herb","Perennial","forb","summer","N"
"PHYSA","Physalis","NA","PHYSA","Physalis","groundcherry","Solanaceae","Potato family","NA","NA","forb","spring","N"
"PIAV","Piptochaetium avenaceum","NA","PIAV","Piptochaetium avenaceum","blackseed speargrass","Poaceae","Grass family","Graminoid","Perennial","grass","NA","N"
"PIEC2","Pinus echinata","NA","PIEC2","Pinus echinata","shortleaf pine","Pinaceae","Pine family","Tree","Perennial","woody","NA","N"
"PIPEUNK","PIPE_20220609_UNK2","NA","PIPEUNK","PIPE_20220609_UNK2","unknown","NA","NA","Forb/herb","NA","forb","NA","N"
"PIPO","Pinus ponderosa","NA","PIPO","Pinus ponderosa","ponderosa pine","Pinaceae","Pine family","Tree","Perennial","woody","NA","N"
"PIPU2","Pilea pumila","NA","PIPU2","Pilea pumila","Canadian clearweed","Urticaceae","Nettle family","Forb/herb","Annual","forb","annual-biennial","N"
"PIRA5","Piptatherum racemosum","ORRA2","ORRA2","Oryzopsis racemosa","Blackseed ricegrass","NA","NA","NA","NA","grass","coolgrass","N"
"PIST","Pinus strobus","NA","PIST","Pinus strobus","eastern white pine","Pinaceae","Pine family","Tree","Perennial","woody","NA","N"
"PLANT","Plantago","NA","PLANT","Plantago","plantain","Plantaginaceae","Plantain family","Forb/herb","NA","forb","spring","N"
"PLAR3","Plantago aristata","NA","PLAR3","Plantago aristata","largebracted plantain","Plantaginaceae","Plantain family","Forb/herb","Annual, Perennial","forb","NA","N"
"PLLA","Plantago lanceolata","NA","PLLA","Plantago lanceolata","narrowleaf plantain","Plantaginaceae","Plantain family","Forb/herb","Annual, Biennial, Perennial","forb","summer","I"
"PLMA2","Plantago major","NA","PLMA2","Plantago major","common plantain","Plantaginaceae","Plantain family","Forb/herb","Perennial","forb","NA","N"
"PLOC","Platanus occidentalis","NA","PLOC","Platanus occidentalis","American sycamore","Platanaceae","plane-tree family","Tree","Perennial","woody","NA","N"
"PLPA2","Plantago patagonica","NA","PLPA2","Plantago patagonica","woolly plantain","Plantaginaceae","Plantain family","Forb/herb","Annual","forb","annual-biennial","N"
"PLPO2","Pleopeltis polypodioides","NA","PLPO2","Pleopeltis polypodioides","resurrection fern","Polypodiaceae","Polypody family","Forb/herb, Vine","Perennial","forb","NA","N"
"PLPR4","Platanthera praeclara","NA","PLPR4","Platanthera praeclara","Great Plains white fringed orchid","Orchidaceae","Orchid family","Forb/herb","Perennial","forb","summer","N"
"PLPU","Plantago pusilla","NA","PLPU","Plantago pusilla","dwarf plantain","Plantaginaceae","Plantain family","Forb/herb","Annual","forb","spring","N"
"PLRH","Plantago rhodosperma","NA","PLRH","Plantago rhodosperma","redseed plantain","Plantaginaceae","Plantain family","Forb/herb","Annual","forb","annual-biennial","N"
"PLRU","Plantago rugelii","NA","PLRU","Plantago rugelii","blackseed plantain","Plantaginaceae","Plantain family","Forb/herb","Perennial","forb","spring","N"
"PLVI","Plantago virginica","NA","PLVI","Plantago virginica","Virginia plantain","Plantaginaceae","Plantain family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
"POA","Poa","NA","POA","Poa","bluegrass","Poaceae","Grass family","Graminoid","	Perennial","grass","NA","I"
"POAC4","Polystichum acrostichoides","NA","POAC4","Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Wood Fern family","Forb/herb","Perennial","fern","NA","N"
"POAME","Polygonum amphibium var. emersum","NA","POAME","Polygonum amphibium var. emersum","longroot smartweed","Polygonaceae","Buckwheat family","Forb/herb","Perennial","forb","NA","N"
"POAR3","Poa arida","NA","POAR3","Poa arida","plains bluegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","N"
"POAR7","Potentilla arguta","NA","POAR7","Potentilla arguta","tall cinquefoil","Rosaceae","Rose family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"POBI2","Polygonatum biflorum","NA","POBI2","Polygonatum biflorum","smooth Solomon's seal","Liliaceae","Lily family","Forb/herb","Perennial","forb","spring","N"
"POCA11","Polymnia canadensis","NA","POCA11","Polymnia canadensis","whiteflower leafcup","Asteraceae","Aster family","Forb/herb","Perennial","forb","spring","N"
"POCE4","Polygonum cespitosum","NA","POCE4","Polygonum cespitosum","Oriental lady's thumb","Polygonaceae","Buckwheat family","Forb/herb","Annual","forb","spring","I"
"POCO","Poa compressa","NA","POCO","Poa compressa","Canada bluegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"POCOC2","Polygonum convolvulus var. convolvulus","FACO","FACO","Fallopia convolvulus","black bindweed","Polygonaceae","Buckwheat family","Forb/herb, vine","Annual","fern","NA","I"
"POGR4","Populus grandidentata","NA","POGR4","Populus grandidentata","bigtooth aspen","Salicaceae","Willow family","Tree","Perennial","woody","woody","N"
"POLYG4","Polygonum","NA","POLYG4","Polygonum","knotweed","Polygonaceae","Buckwheat family","Forb/herb","NA","forb","summer","N"
"POOL","Portulaca oleracea","NA","POOL","Portulaca oleracea","little hogweed","Portulacaceae","Purslane family","Forb/herb","Annual","forb","annual-biennial","N"
"POPE","Podophyllum peltatum","NA","POPE","Podophyllum peltatum","mayapple","Berberidaceae","Barberry family","Forb/herb","Perennial","forb","ephemeral","N"
"POPE2","Polygonum pensylvanicum","NA","POPE2","Polygonum pensylvanicum","Pennsylvania smartweed","Polygonaceae","Buckwheat family","Forb/herb","Annual","forb","annual-biennial","N"
"POPE8","Potentilla pensylvanica","NA","POPE8","Potentilla pensylvanica","Pennsylvania cinquefoil","Rosaceae","Rose family","Forb/herb","Perennial","forb","spring","N"
"POPR","Poa pratensis","NA","POPR","Poa pratensis","Kentucky bluegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"POPUL","Populus","NA","POPUL","Populus","cottonwood","Salicaceae","Willow family","Tree","Perennial","woody","NA","N"
"PORA3","Polygonum ramosissimum","NA","PORA3","Polygonum ramosissimum","bushy knotweed","Polygonaceae","Buckwheat family","Forb/herb","Annual","forb","annual-biennial","N"
"PORE2","Polemonium reptans","NA","PORE2","Polemonium reptans","Greek valerian","Polemoniaceae","Phlox family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"PORE5","Potentilla recta","NA","PORE5","Potentilla recta","sulphur cinquefoil","Rosaceae","Rose family","Forb/herb","Perennial","forb","spring","I"
"POSA3","Polygala sanguinea","NA","POSA3","Polygala sanguinea","purple milkwort","Polygalaceae","Milkwort family","Forb/herb","Annual","forb","annual-biennial","N"
"POSC3","Polygonum scandens","NA","POSC3","Polygonum scandens","climbing false buckwheat","Polygonaceae","Buckwheat family","Forb/herb, vine","Perennial","forb","summer","N"
"POSE","Poa secunda","NA","POSE","Poa secunda","Sandberg bluegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","N"
"POSE3","Polygala senega","NA","POSE3","Polygala senega","Seneca snakeroot","Polygalaceae","Milkwort family","Forb/herb","Perennial","forb","spring","N"
"POSI2","Potentilla simplex","NA","POSI2","Potentilla simplex","common cinquefoil","Rosaceae","Rose family","Forb/herb","Perennial","forb","spring","N"
"POSY","Poa sylvestris","NA","POSY","Poa sylvestris","woodland bluegrass","Poaceae","Grass family","Graminoid","	Perennial","grass","NA","N"
"POTEN","Potentilla","NA","POTEN","Potentilla","cinquefoil","Rosaceae","Rose family","NA","NA","forb","spring","N"
"POTR5","Populus tremuloides","NA","POTR5","Populus tremuloides","quaking aspen","Salicaceae","Willow family","Tree","Perennial","woody","woody","N"
"POVE","Polygala verticillata","NA","POVE","Polygala verticillata","whorled milkwort","Polygalaceae","Milkwort family","Forb/herb","Annual","forb","annual-biennial","N"
"POVI2","Polygonum virginianum","NA","POVI2","Polygonum virginianum","jumpseed","Polygonaceae","Buckwheat family","Forb/herb","Annual, Perennial","forb","summer","N"
"POWO","Poa wolfii","NA","POWO","Poa wolfii","Wolf's bluegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","N"
"PRAL2","Prenanthes alba","NA","PRAL2","Prenanthes alba","white rattlesnakeroot","Asteraceae","Aster family","Forb/herb","Biennial, Perennial","forb","summer","N"
"PRAL3","Prenanthes altissima","NA","PRAL3","Prenanthes altissima","tall rattlesnakeroot","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"PRAM","Prunus americana","NA","PRAM","Prunus americana","American plum","Rosaceae","Rose family","Shrub","Perennial","woody","woody","N"
"PRAS","Prenanthes aspera","NA","PRAS","Prenanthes aspera","rough rattlesnakeroot","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"PRHO","Prunus hortulana","NA","PRHO","Prunus hortulana","hortulan plum","Rosaceae","Rose family","Tree","Perennial","woody","woody","N"
"PRME","Prunus mexicana","NA","PRME","Prunus mexicana","Mexican plum","Rosaceae","Rose family","Shrub, Tree","	Perennial","woody","NA","N"
"PRPU3","Prunus pumila","NA","PRPU3","Prunus pumila","sandcherry","Rosaceae","Rose family","Shrub","Perennial","woody","woody","N"
"PRRA","Prenanthes racemosa","NA","PRRA","Prenanthes racemosa","purple rattlesnakeroot","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"PRSE2","Prunus serotina","NA","PRSE2","Prunus serotina","black cherry","Rosaceae","Rose family","Tree","Perennial","woody","woody","N"
"PRUNU","Prunus","NA","PRUNU","Prunus","plum","Rosaceae","Rose family","Tree","	Perennial","woody","woody","N"
"PRVI","Prunus virginiana","NA","PRVI","Prunus virginiana","chokecherry","Rosaceae","Rose family","Shrub","Perennial","woody","woody","N"
"PSJU3","Psathyrostachys juncea","NA","PSJU3","Psathyrostachys juncea","Russian wildrye","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"PSLA3","Psoralidium lanceolatum","NA","PSLA3","Psoralidium lanceolatum","lemon scurfpea","Fabaceae","Pea family","Forb/herb","Perennial","forb","legume","N"
"PSOBO","Pseudognaphalium obtusifolium ssp. obtusifolium","GNOB","GNOB","Gnaphalium obtusifolium","Fragrant cudweed","Asteraceae","Aster family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
"PSTE5","Psoralidium tenuiflorum","NA","PSTE5","Psoralidium tenuiflorum","slimflower scurfpea","Fabaceae","Pea family","Forb/herb","Perennial","forb","legume","N"
"PTAQ","Pteridium aquilinum","NA","PTAQ","Pteridium aquilinum","western brackenfern","Dennstaedtiaceae","Bracken Fern family","Forb/herb","Perennial","fern","fern","N"
"PTNU","Ptilimnium nuttallii","NA","PTNU","Ptilimnium nuttallii","laceflower","Apiaceae","Carrot family","Forb/herb","Annual","forb","annual-biennial","N"
"PTTR","Ptelea trifoliata","NA","PTTR","Ptelea trifoliata","common hoptree","Rutaceae","rue family","Tree","Perennial","woody","NA","N"
"PYCA80","Pyrus calleryana","NA","PYCA80","Pyrus calleryana","Callery pear","Rosaceae","Rose family","Tree","Perennial","woody","woody","I"
"PYTE","Pycnanthemum tenuifolium","NA","PYTE","Pycnanthemum tenuifolium","narrowleaf mountainmint","Lamiaceae","Mint family","Forb/herb","Perennial","forb","summer","N"
"PYVI","Pycnanthemum virginianum","NA","PYVI","Pycnanthemum virginianum","Virginia mountainmint","Lamiaceae","Mint family","Forb/herb","Perennial","forb","NA","N"
"QUAL","Quercus alba","NA","QUAL","Quercus alba","white oak","Fagaceae","Beech family","Tree","Perennial","woody","woody","N"
"QUCO2","Quercus coccinea","NA","QUCO2","Quercus coccinea","scarlet oak","Fagaceae","Beech family","Tree","Perennial","woody","NA","N"
"QUEL","Quercus ellipsoidalis ","NA","QUEL","Quercus ellipsoidalis","northern pin oak","Fagaceae","Beech family","Tree","Perennial","woody","NA","N"
"QUERC","Quercus","NA","QUERC","Quercus","oak","Fagaceae","Beech family","Tree","Perennial","woody","woody","N"
"QUFA","Quercus falcata","NA","QUFA","Quercus falcata","Southern red oak","Fagaceae","Beech family","Tree","Perennial","woody","NA","N"
